label,var
-1.0,-0.8562402207689703
1.0,-0.8077842488961235
-1.0,-0.7913769123336235
1.0,-0.821969435520169
-1.0,-0.837310358760389
-1.0,-0.8386879684486425
-1.0,-0.760328042485324
1.0,-0.7969401946980506
1.0,-0.821444948280588
1.0,-0.7513541507065966
-1.0,-0.7522269715597925
1.0,-0.8358831710218495
1.0,-0.8377374322236683
1.0,-0.7940903029020573
1.0,-0.8299439694166824
-1.0,-0.8197383507835211
-1.0,-0.8208031146267328
-1.0,-0.821444948280588
1.0,-0.8503238003925272
1.0,-0.8107063708511685
-1.0,-0.8422097222025985
1.0,-0.8037626222560674
1.0,-0.7393297983228043
1.0,-0.8458836742330734
-1.0,-0.8596474678389725
-1.0,-0.8609179415860411
-1.0,-0.883171070892289
-1.0,-0.7851303651664474
-1.0,-0.6701768328573039
1.0,-0.8138713064849716
1.0,-0.8207416985103115
-1.0,-0.8567453301698835
-1.0,-0.791978478357083
1.0,-0.8572606240684338
1.0,-0.8241603622837231
1.0,-0.8397347256238402
1.0,-0.860504435411846
-1.0,-0.8448275665767198
-1.0,-0.8601094368608109
1.0,-0.6899180927112134
1.0,-0.7769881564707425
-1.0,-0.8155622716823838
-1.0,-0.7695321822610971
1.0,-0.8025508656775059
-1.0,-0.8557240932325896
1.0,-0.8296163290749763
-1.0,-0.8390975559646312
-1.0,-0.8687249635789818
-1.0,-0.8378634364151343
1.0,-0.7508441845019971
-1.0,-0.815466121009768
-1.0,-0.8307197185668033
-1.0,-0.8785860583567348
-1.0,-0.7768484472369933
-1.0,-0.8143005872558312
1.0,-0.8658754322586492
1.0,-0.677226918667373
-1.0,-0.8024289687881268
1.0,-0.8254436148929634
-1.0,-0.7722444400574862
1.0,-0.802460164245781
1.0,-0.8336675744703221
-1.0,-0.8379930623267678
1.0,-0.8103914326569608
-1.0,-0.7969669045056347
1.0,-0.8581188670132824
-1.0,-0.822593293782575
1.0,-0.8162100550021648
-1.0,-0.8510965046592679
-1.0,-0.8404528462268033
1.0,-0.7895490256061483
-1.0,-0.8612865591499372
1.0,-0.8136300417156016
-1.0,-0.8442280945684901
1.0,-0.7272998211555619
1.0,-0.8003167664252804
-1.0,-0.8363510526775553
-1.0,-0.7672046585470349
-1.0,-0.8442167787376816
-1.0,-0.8526928648370548
-1.0,-0.801098464408295
-1.0,-0.7998525233775724
1.0,-0.8377155482461266
1.0,-0.8609179415860411
1.0,-0.8292608072283284
1.0,-0.8532820105807488
-1.0,-0.8118670679456469
-1.0,-0.8596474678389725
1.0,-0.8805530556708798
1.0,-0.7562750125082671
-1.0,-0.8156944809019454
1.0,-0.7723595696979075
-1.0,-0.8503238003925272
-1.0,-0.8102290507158368
1.0,-0.8355114986539196
1.0,-0.8651148513336351
-1.0,-0.8396766322448326
-1.0,-0.7335595802858137
-1.0,-0.8789653220694503
-1.0,-0.8142806175858003
-1.0,-0.8607703911736398
1.0,-0.8175356755426355
1.0,-0.8155622716823838
1.0,-0.8255893874636397
-1.0,-0.8358831710218495
-1.0,-0.8191933240042986
1.0,-0.8646101444386329
1.0,-0.7698520824482123
-1.0,-0.8835354697550022
-1.0,-0.8007501581332754
-1.0,-0.8609697547368836
1.0,-0.785101576186749
1.0,-0.8680730615218566
1.0,-0.8289521015522721
1.0,-0.8570707803190302
1.0,-0.7197036607634886
1.0,-0.6526859625748159
1.0,-0.8113949987138627
1.0,-0.7701797151411702
1.0,-0.8662217566748367
1.0,-0.791696233412046
-1.0,-0.8039938656506097
-1.0,-0.8486279091740433
1.0,-0.7794824210794065
1.0,-0.7997457849441065
1.0,-0.8362237801570207
-1.0,-0.8453599102924494
-1.0,-0.8513145022393436
-1.0,-0.8268757762868582
-1.0,-0.8138713064849716
1.0,-0.8102082205994914
1.0,-0.7790632140129294
-1.0,-0.8546792813385464
1.0,-0.8307197185668033
-1.0,-0.8304508430278879
-1.0,-0.8702093756169738
-1.0,-0.8600663176861867
1.0,-0.7820721797042882
1.0,-0.8175634561749765
1.0,-0.8176265220733868
-1.0,-0.8435476376136554
1.0,-0.8052624109286237
-1.0,-0.8194570504210295
-1.0,-0.8391667197329312
-1.0,-0.8531216462431022
1.0,-0.8469010778600747
-1.0,-0.7456938825928499
-1.0,-0.8001555698886766
-1.0,-0.894339086081233
1.0,-0.7973186143221708
-1.0,-0.8403428327659378
-1.0,-0.861692056100209
-1.0,-0.8355327494514194
-1.0,-0.8705911228252391
-1.0,-0.842545541403833
1.0,-0.8291415546096728
1.0,-0.7103983393319975
-1.0,-0.8344799494621733
-1.0,-0.877764232011127
1.0,-0.8000195792339961
-1.0,-0.8525730180394006
-1.0,-0.8567971468043144
1.0,-0.8394169907140551
1.0,-0.8662217566748367
-1.0,-0.8078304107579528
-1.0,-0.7426603070160909
-1.0,-0.8414464533862765
-1.0,-0.8377155482461266
-1.0,-0.8380565696564022
1.0,-0.8460680734368573
-1.0,-0.8230295517264538
-1.0,-0.7912460062790134
-1.0,-0.8458018767773583
-1.0,-0.7997907251266587
1.0,-0.833101529839636
1.0,-0.8266581188867548
1.0,-0.8208031146267328
1.0,-0.7772220447418499
1.0,-0.8628879278189627
-1.0,-0.8419823867883072
-1.0,-0.8574890153886363
1.0,-0.8738990732394539
1.0,-0.8271154064202751
1.0,-0.8102080553562369
1.0,-0.8513145022393436
-1.0,-0.8397347256238402
-1.0,-0.8181826931545584
1.0,-0.7623149986400841
1.0,-0.8417664864798591
-1.0,-0.8198715268503012
1.0,-0.7661887318857502
-1.0,-0.7467864438047724
-1.0,-0.8118670679456469
-1.0,-0.8355327494514194
-1.0,-0.833101529839636
-1.0,-0.7997457849441065
-1.0,-0.8325745392631978
1.0,-0.8268042033143157
1.0,-0.8368448991830564
-1.0,-0.7881639407432065
1.0,-0.8534094618245099
1.0,-0.7941178068163175
-1.0,-0.8244475127269528
1.0,-0.8317693459915843
1.0,-0.7969404040920005
-1.0,-0.7698520824482123
-1.0,-0.8453958624384912
1.0,-0.7794824210794065
1.0,-0.8905083590964917
-1.0,-0.8470097357507036
-1.0,-0.8386879684486425
1.0,-0.8546792813385464
-1.0,-0.8679707012773343
-1.0,-0.8915159944389296
1.0,-0.7763685456869881
1.0,-0.8387564205804334
1.0,-0.8143005872558312
1.0,-0.7948713584659481
1.0,-0.8812769400221747
-1.0,-0.8452195297106473
-1.0,-0.7557418035752217
-1.0,-0.8311486983101941
1.0,-0.8466786774030165
-1.0,-0.8719929943429818
-1.0,-0.8327128939112027
1.0,-0.82099752914693
1.0,-0.8054913673474354
-1.0,-0.824005852040514
-1.0,-0.8413830666948202
1.0,-0.880194226838696
-1.0,-0.8002982430502427
1.0,-0.8342588072620694
-1.0,-0.7911689577114771
-1.0,-0.8420114742206484
1.0,-0.7492038178190572
1.0,-0.8496277509721128
1.0,-0.7456938825928499
1.0,-0.8546792813385464
-1.0,-0.768170077418604
-1.0,-0.8188970926036265
-1.0,-0.8227075853170851
-1.0,-0.8705911228252391
1.0,-0.7539728912716777
1.0,-0.8111920094924819
-1.0,-0.8399935426044091
-1.0,-0.7790632140129294
-1.0,-0.864507723155585
1.0,-0.7702001959141914
1.0,-0.8250883845317815
1.0,-0.791159596628096
-1.0,-0.8342551497972566
-1.0,-0.842545541403833
-1.0,-0.7754261795368413
1.0,-0.8509437510533331
-1.0,-0.8051121526321469
1.0,-0.7729139465039048
1.0,-0.8570707803190302
-1.0,-0.8469010778600747
1.0,-0.8197751240719134
-1.0,-0.7796531915011993
1.0,-0.8531216462431022
-1.0,-0.8327128939112027
1.0,-0.8453599102924494
-1.0,-0.8660619992388591
-1.0,-0.810848400533388
-1.0,-0.8420930933317876
-1.0,-0.8148252781338685
1.0,-0.8480430941364696
1.0,-0.8394169907140551
-1.0,-0.8609179415860411
-1.0,-0.8210469791374801
-1.0,-0.8037626222560674
1.0,-0.7162408106257447
1.0,-0.8181826931545584
-1.0,-0.8815590769002437
1.0,-0.8010933395197685
1.0,-0.7893580568849086
1.0,-0.8264286732509749
1.0,-0.8482461835488795
-1.0,-0.8444073800160841
1.0,-0.8001555698886766
-1.0,-0.8206273803187778
-1.0,-0.754794609323127
1.0,-0.8191933240042986
1.0,-0.6798826049584681
1.0,-0.8380418264290703
1.0,-0.8453599102924494
1.0,-0.8193219132454868
-1.0,-0.8547188555076763
-1.0,-0.8882908517967721
1.0,-0.843475836011697
-1.0,-0.7321898840228048
1.0,-0.8191933240042986
-1.0,-0.8365256435355101
1.0,-0.8061466446229895
-1.0,-0.8513145022393436
-1.0,-0.8346271749163687
1.0,-0.8803894297100755
-1.0,-0.7852431762516529
-1.0,-0.8604505190066916
-1.0,-0.8250883845317815
-1.0,-0.8391460650076846
1.0,-0.8188294819098747
-1.0,-0.8473003888662566
1.0,-0.8368448991830564
1.0,-0.7615934937310705
-1.0,-0.8652301468988824
-1.0,-0.8503238003925272
1.0,-0.810848400533388
1.0,-0.8488354523541174
1.0,-0.8355327494514194
1.0,-0.8074848854466333
-1.0,-0.8059506475692038
-1.0,-0.7884847129633539
-1.0,-0.8399935426044091
1.0,-0.8391460650076846
1.0,-0.7411148077578529
-1.0,-0.8081943822752556
-1.0,-0.8304508430278879
-1.0,-0.8447980538436832
1.0,-0.7205821189713444
-1.0,-0.8344799494621733
1.0,-0.8470097357507036
-1.0,-0.8198715268503012
1.0,-0.7536826219566812
-1.0,-0.8447980538436832
1.0,-0.7406183731734224
-1.0,-0.8496277509721128
-1.0,-0.8027895887148171
-1.0,-0.8554673429286552
1.0,-0.8110100492549014
1.0,-0.7315151839248555
-1.0,-0.8542354833192144
1.0,-0.7228543094442992
-1.0,-0.7979052538512608
1.0,-0.8557652077535973
-1.0,-0.8653481100597493
-1.0,-0.8104785203201872
1.0,-0.791159596628096
1.0,-0.8318223822605773
-1.0,-0.8729902642683806
-1.0,-0.8627298583329854
1.0,-0.7820289774536556
1.0,-0.8571916777972132
-1.0,-0.8355327494514194
-1.0,-0.8354404261821422
1.0,-0.8327128939112027
-1.0,-0.761213583736992
1.0,-0.8260794055813099
-1.0,-0.8113949987138627
-1.0,-0.7941585535158371
-1.0,-0.8076780658678039
-1.0,-0.8695557889419763
-1.0,-0.8482461835488795
-1.0,-0.7942908084006977
-1.0,-0.8292608072283284
1.0,-0.7970062224038328
1.0,-0.8275382475509391
1.0,-0.8574890153886363
1.0,-0.7574502340455851
1.0,-0.8236490533072874
1.0,-0.8447980538436832
1.0,-0.7913003799429996
1.0,-0.8304508430278879
-1.0,-0.7149365637928573
-1.0,-0.8206273803187778
-1.0,-0.7807137384607525
-1.0,-0.8404528462268033
1.0,-0.8246518690295577
-1.0,-0.8110100492549014
-1.0,-0.8263005773919145
-1.0,-0.768830122514882
1.0,-0.7942170007062495
-1.0,-0.7855391197261774
1.0,-0.8023087621206532
-1.0,-0.8037626222560674
-1.0,-0.7997216364069679
-1.0,-0.8200518552539454
1.0,-0.8586085641107162
-1.0,-0.8035353779451836
-1.0,-0.8154476545838263
-1.0,-0.8059506475692038
1.0,-0.8481443905991418
-1.0,-0.6070931848828741
-1.0,-0.8600663176861867
1.0,-0.8442280945684901
-1.0,-0.8575649001347538
1.0,-0.849791376857187
-1.0,-0.8363510526775553
-1.0,-0.8473003888662566
1.0,-0.7697396057874855
1.0,-0.8377374322236683
-1.0,-0.7914058576204153
1.0,-0.7943794172560662
1.0,-0.8819199000867395
1.0,-0.7856690459079778
-1.0,-0.856664211483779
-1.0,-0.8606488553657627
1.0,-0.850429387878705
-1.0,-0.8330305696757168
-1.0,-0.8409368828718717
-1.0,-0.861692056100209
-1.0,-0.8712381786809031
-1.0,-0.8405721542799512
1.0,-0.7290780257794829
-1.0,-0.8402511871303184
-1.0,-0.8399935426044091
-1.0,-0.8447980538436832
-1.0,-0.8166413833656534
-1.0,-0.8427683012005993
-1.0,0.7728097438046673
-1.0,-0.8513145022393436
1.0,-0.8145413374386226
1.0,-0.8222727174764054
-1.0,-0.8241603622837231
1.0,-0.6609983483463471
1.0,-0.8367011500470812
1.0,-0.8395581981179714
1.0,-0.8040144204877477
1.0,-0.797076017004539
-1.0,-0.8151536998595803
-1.0,-0.8185280718522477
-1.0,-0.8340061427528506
-1.0,-0.8633451044834984
1.0,-0.8547188555076763
1.0,-0.7459260225570028
1.0,-0.8222727174764054
1.0,-0.8304508430278879
1.0,-0.8431682602299384
-1.0,-0.853245054934081
-1.0,-0.8358831710218495
-1.0,-0.9011113947240126
-1.0,-0.8703224001855588
1.0,-0.778573143035593
1.0,-0.7568148434397838
1.0,-0.771287514325696
-1.0,-0.8596500496322971
1.0,-0.8059506475692038
1.0,-0.8402511871303184
1.0,-0.7732700947148783
-1.0,-0.7970062224038328
1.0,-0.7638953360534041
1.0,-0.8447980538436832
1.0,-0.7518810413949263
-1.0,-0.7895058792443891
1.0,-0.8053787152198797
-1.0,-0.8816768583086766
-1.0,-0.8443869079520336
-1.0,-0.746813885468824
-1.0,-0.8877827933111575
1.0,-0.8200993442871934
1.0,-0.8470097357507036
-1.0,-0.7999334556159716
-1.0,-0.8292790630486372
1.0,-0.8391667197329312
-1.0,-0.8426767264484293
1.0,-0.8532820105807488
-1.0,-0.8448612463629559
-1.0,-0.8402050453369873
-1.0,-0.8071665612045809
-1.0,-0.7822849660634312
-1.0,-0.8121377194330326
1.0,-0.8238944395402881
-1.0,-0.8423547443629131
-1.0,-0.8681558854244426
-1.0,-0.8525730180394006
1.0,-0.7080667593579903
1.0,-0.8059506475692038
1.0,-0.824005852040514
-1.0,-0.8574890153886363
1.0,-0.8398819221491065
1.0,-0.864507723155585
1.0,-0.7529935752303569
1.0,-0.7911689577114771
1.0,-0.78859527115141
1.0,-0.6946036160845441
1.0,-0.8138257163102774
1.0,-0.7593040870617292
1.0,-0.7135187348657936
-1.0,-0.8131617041642074
-1.0,-0.8480430941364696
-1.0,-0.8906406222359421
-1.0,-0.8497732110800631
-1.0,-0.8175356755426355
-1.0,-0.8281492232008256
1.0,-0.8470073294242081
-1.0,-0.794427047753292
-1.0,-0.8025034769867475
1.0,-0.8127524067705414
1.0,-0.8397347256238402
-1.0,-0.7762559494483058
1.0,-0.8395581981179714
1.0,-0.81404233052714
1.0,-0.8503238003925272
1.0,-0.7605334205395285
1.0,-0.821974965186512
1.0,-0.8395581981179714
-1.0,-0.8258692628113189
1.0,-0.8486279091740433
-1.0,-0.8335353856221792
-1.0,-0.8609179415860411
1.0,-0.8029924373809822
-1.0,-0.7392545277484532
1.0,-0.794318349195556
1.0,-0.81404233052714
-1.0,-0.8668253810446108
-1.0,-0.8713764877393392
1.0,-0.855354659221614
1.0,-0.8342551497972566
1.0,-0.8292608072283284
-1.0,-0.8587758295125503
-1.0,-0.8408355246891022
-1.0,-0.7969317140537516
-1.0,-0.7819796150071945
-1.0,-0.8405721542799512
-1.0,-0.8420114742206484
1.0,-0.7863298657240056
1.0,-0.6873852138134615
-1.0,-0.8260439575710818
1.0,-0.7881639407432065
1.0,-0.8250883845317815
1.0,-0.8003167664252804
1.0,-0.8102303729647939
1.0,-0.7450257654165984
1.0,-0.8023087621206532
-1.0,-0.7969669045056347
1.0,-0.8286643791189865
-1.0,-0.7973906921120986
-1.0,-0.8207707637537097
1.0,-0.8369066739576139
1.0,-0.8152497886606384
-1.0,-0.822593293782575
-1.0,-0.8028946453324273
1.0,-0.8617694643861042
1.0,-0.8093989697805197
1.0,-0.7969401946980506
-1.0,-0.8882908517967721
1.0,-0.8050883843362461
1.0,-0.73138301915891
1.0,-0.8241603622837231
1.0,-0.7754795282685604
1.0,-0.8648915721792887
1.0,-0.8335766947697517
1.0,-0.7556610743694372
1.0,-0.8160141203500481
-1.0,-0.8325745392631978
1.0,-0.802460164245781
1.0,-0.7854244291693444
-1.0,-0.8174629137577146
1.0,-0.7997134573959791
-1.0,-0.8339052220633356
-1.0,-0.8252089124466819
-1.0,-0.8437571010081942
-1.0,-0.7551877607393217
-1.0,-0.8383885662252996
1.0,-0.8411049204943597
-1.0,-0.838664812204063
1.0,-0.8255456295806705
-1.0,-0.8263005773919145
1.0,-0.8621761581761537
-1.0,-0.8038942975778542
1.0,-0.8269155231208003
1.0,-0.7863298657240056
1.0,-0.7753824756494909
-1.0,-0.8229272648644768
-1.0,-0.8238944395402881
1.0,-0.8191933240042986
-1.0,-0.8427182025053203
1.0,-0.8485990882362084
-1.0,-0.8059506475692038
-1.0,-0.8609179415860411
-1.0,-0.8488354523541174
1.0,-0.8473286369052735
1.0,-0.773195733357078
-1.0,-0.7691663591408733
-1.0,-0.8522460332938697
1.0,-0.7841172138648294
1.0,-0.6294985638864337
-1.0,-0.8503238003925272
1.0,-0.8236999086985332
